Lufttemperatur 2m °C,Windgeschw 10m m/s,Relative Feuchte,Globale Strahlung W/m^2,Absolute Feuchte g/kg,Luftdruck hPa
24,0.9,0.46,364,8.3,1010
22.7,1.1,0.47,168,8.4,1010
20.5,0.9,0.54,50,8.7,1010
18.6,0.8,0.63,6,9,1010
17,0.9,0.71,0,9.1,1011
16.2,0.4,0.78,0,9.2,1012
16.3,0.6,0.79,0,9.1,1012
16,0.5,0.78,0,9,1013
15.5,1.2,0.82,0,9.1,1013
14.4,0.7,0.86,0,9.2,1013
13.4,0.1,0.9,0,8.9,1013
12.7,0.4,0.92,3,8.7,1013
14,0.9,0.93,62,9,1013
15.8,0.6,0.88,195,9.4,1014
18.1,1,0.81,367,9.8,1014
19.5,1.4,0.75,542,10.2,1014
21.4,0.9,0.67,693,10.1,1015
22.6,1.4,0.59,814,9.8,1014
22.1,1.5,0.55,820,9.3,1014
22.7,2,0.53,679,8.9,1014
23.4,0.9,0.5,548,8.8,1014
23.9,0.7,0.5,476,9.1,1014
22.9,1.9,0.49,456,8.9,1013
22,1.5,0.51,262,8.7,1013
22,0.4,0.56,155,9.2,1013
21.5,0.5,0.59,135,9.6,1013
20.7,0.8,0.62,47,9.7,1013
19.4,0.9,0.64,10,9.4,1013
18.2,0.3,0.66,0,9,1014
16.8,0.8,0.7,0,8.8,1014
15.1,0.7,0.76,0,8.6,1014
13.6,0.8,0.82,0,8.4,1014
13.4,0.8,0.86,0,8.4,1014
12.8,0.8,0.88,0,8.3,1014
11.5,0.3,0.93,0,8.3,1014
11.8,0.4,0.95,6,8.1,1014
14.5,0.2,0.91,81,8.6,1014
16.2,0.3,0.86,224,9.3,1014
18.5,1.3,0.77,393,9.5,1014
21.1,1.5,0.67,562,9.7,1014
22.1,1.4,0.6,710,9.7,1013
22.8,1.6,0.55,823,9.3,1013
24.3,1.5,0.48,842,8.8,1013
25,1.4,0.45,859,8.7,1013
25.1,1.3,0.43,790,8.6,1012
25.5,1.3,0.42,650,8.4,1012
25.8,1.5,0.4,614,8.2,1011
25.6,1,0.4,545,8.3,1011
25.3,1.5,0.42,382,8.5,1011
24,1.4,0.45,199,8.8,1010
22.2,1,0.51,71,9,1010
20.5,0.9,0.57,7,9.1,1010
19.2,1,0.63,0,9.2,1010
18,0.3,0.69,0,9.3,1010
17.7,0.5,0.73,0,9.4,1011
16.4,0.4,0.76,0,9.2,1011
15,0.2,0.8,0,8.9,1010
14,0.2,0.85,0,8.8,1010
13.5,0.1,0.88,0,8.7,1010
12.5,0.1,0.92,5,8.6,1010
14.2,0.1,0.92,73,8.9,1009
19.3,0.1,0.78,211,9.4,1009
21.1,0.5,0.64,388,9.4,1009
22,0.5,0.6,563,9.7,1009
24.1,0.7,0.55,710,9.8,1009
24.7,1.4,0.48,778,9.3,1009
24.5,1.4,0.46,788,9,1008
24.9,1.7,0.46,657,9,1008
25,2.2,0.46,624,9.2,1008
25,2,0.47,611,9.5,1007
24.7,2.5,0.48,437,9.5,1007
23,2,0.52,324,9.6,1007
22.2,2.6,0.55,167,9.6,1007
20.6,2.8,0.57,124,9.1,1007
18.5,3.3,0.6,66,8.6,1008
16.5,3.3,0.65,17,8.2,1009
15.7,2.4,0.7,0,8.1,1009
15,2.2,0.74,0,8.1,1010
14.9,2.3,0.76,0,8.1,1010
13.5,2.3,0.78,0,7.9,1011
11.9,1.8,0.84,0,7.7,1011
11.7,1.7,0.87,0,7.6,1011
11.3,1.7,0.89,0,7.6,1011
11.4,1.7,0.91,0,7.7,1011
11.9,2,0.89,19,7.6,1012
12.3,2.5,0.83,157,7.3,1012
13.6,3.2,0.74,356,6.9,1013
14.3,3.5,0.64,487,6.4,1013
15.4,3.1,0.56,621,5.9,1013
16.2,3,0.52,674,5.8,1013
16.5,3.3,0.51,632,5.9,1013
16.7,2.2,0.51,595,6,1013
16.6,2.7,0.51,403,6.1,1013
17.1,1.9,0.51,435,6.1,1013
18.2,1.8,0.49,527,6.2,1013
18.1,2.1,0.48,468,6.2,1012
18.8,2.8,0.46,324,6.1,1012
17.7,2,0.45,204,5.9,1012
17.3,1.6,0.48,112,6,1012
15,1.4,0.54,19,6.1,1012
13.5,1.2,0.6,0,6.1,1012
12.1,1.4,0.66,0,6,1012
11.7,1.5,0.7,0,6.1,1012
10.4,1.3,0.75,0,6.2,1013
9.8,1,0.8,0,6.2,1013
9,1.1,0.83,0,6.1,1012
8.3,0.7,0.86,0,6,1012
7.6,0.7,0.89,8,5.9,1012
10.2,0.1,0.88,96,6.2,1012
13,0.6,0.81,242,6.9,1013
15,0.9,0.71,407,7.1,1013
16.4,1.2,0.6,565,6.6,1013
17.4,2,0.5,706,6,1013
18,1.8,0.45,820,5.6,1012
19.5,1.4,0.4,902,5.4,1012
20.2,1.4,0.36,931,5.1,1011
21.3,1.7,0.33,906,5.1,1011
21.9,1.4,0.31,838,5,1011
22.2,1.2,0.29,738,4.7,1010
22.9,1.1,0.27,595,4.7,1010
23.3,1,0.26,434,4.6,1009
22.5,1,0.27,273,4.7,1009
19.8,0.8,0.35,123,5.2,1008
17.9,0.7,0.41,19,5.5,1008
16.1,0.6,0.47,0,5.6,1008
14.8,0.6,0.55,0,6,1008
14.1,0.6,0.64,0,6.5,1008
13.5,0.6,0.73,0,7.2,1010
13,0.6,0.81,0,7.7,1011
12.6,0.7,0.87,0,8,1011
12.3,0.9,0.88,0,8,1011
12.8,1,0.88,6,8.1,1010
12.4,1.7,0.9,63,8,1011
14.1,0.9,0.88,191,8.4,1010
16.2,1.7,0.8,348,8.7,1010
17.4,1.5,0.72,509,8.6,1010
18.8,1.8,0.65,570,8.5,1010
18.6,1.3,0.63,469,8.6,1009
19,1.9,0.64,312,8.7,1009
18.7,1.6,0.64,216,8.7,1008
18.8,1.7,0.65,164,8.8,1008
18.5,1.5,0.68,167,9.2,1008
18.3,1.2,0.7,163,9.4,1008
18.3,0.9,0.72,123,9.5,1007
18.2,0.9,0.73,60,9.7,1007
17.9,0.7,0.74,43,9.6,1007
17.7,0.6,0.74,15,9.4,1007
16.5,0.6,0.77,3,9.4,1007
16.3,0.6,0.81,0,9.5,1007
16,0.9,0.81,0,9.3,1007
15.7,1.1,0.82,0,9.3,1006
15.7,1.1,0.83,0,9.3,1006
15.3,0.9,0.83,0,9.2,1006
15.1,1,0.84,0,9.2,1005
14.6,0.3,0.87,0,9.3,1005
14.2,0.2,0.91,1,9.4,1004
14,0.2,0.93,9,9.5,1004
14.4,1.2,0.94,31,9.6,1004
14.5,1,0.93,45,9.7,1004
14.7,1.6,0.93,104,9.8,1004
14.8,2.2,0.94,126,9.9,1004
16.5,1.8,0.91,162,10.3,1004
16.9,1.5,0.9,252,10.8,1004
18.1,1.2,0.89,310,11.3,1004
18.9,1.3,0.86,208,11.6,1004
20.3,1.4,0.8,279,11.6,1004
20.7,1.4,0.76,341,11.6,1004
21.1,1.6,0.73,326,11.5,1003
20.8,1,0.73,226,11.5,1003
20.1,0.7,0.76,96,11.5,1003
19.2,0.3,0.79,22,11.5,1003
17.8,0.2,0.84,5,11.3,1003
16.5,0.2,0.89,0,11,1003
14.9,0.2,0.93,0,10.5,1003
14.8,0.2,0.95,0,10.2,1003
13.8,0.1,0.97,0,10,1003
13.6,0.1,0.97,0,9.6,1003
